accuracy,f1_score,iou_score,jacard_coef,loss,val_accuracy,val_f1_score,val_iou_score,val_jacard_coef,val_loss,learning_rate,epoch
0.3469070494174957,0.20018622279167175,0.12443063408136368,0.147060826420784,1.5576945543289185,0.29547131061553955,7.77537643443793e-05,3.888732680934481e-05,0.10485890507698059,1.8553872108459473,4.999999873689376e-05,1
0.5378138422966003,0.45338520407676697,0.3086278438568115,0.2400333136320114,1.1244242191314697,0.3023136854171753,0.0630803257226944,0.03913595899939537,0.1262717992067337,2.087939739227295,4.999999873689376e-05,2
0.602664589881897,0.5352743268013,0.37857675552368164,0.2922981381416321,0.9819386601448059,0.3040798306465149,0.07743565738201141,0.050984032452106476,0.14660705626010895,2.2813327312469482,4.999999873689376e-05,3
0.6355528235435486,0.5775100588798523,0.41773006319999695,0.32833558320999146,0.904157817363739,0.32677555084228516,0.07568113505840302,0.048894353210926056,0.1429552286863327,2.0418291091918945,4.999999873689376e-05,4
0.6672689914703369,0.6067889332771301,0.4467417299747467,0.355368435382843,0.8299367427825928,0.33255815505981445,0.0845036506652832,0.055830664932727814,0.1604563295841217,2.1169192790985107,4.999999873689376e-05,5
0.7081446051597595,0.6341079473495483,0.47370901703834534,0.38407212495803833,0.7734519839286804,0.3707561492919922,0.178134948015213,0.10991872102022171,0.18777741491794586,1.7629066705703735,4.999999873689376e-05,6
0.7245314717292786,0.6421741247177124,0.48249053955078125,0.4012966752052307,0.7514120936393738,0.6428680419921875,0.5243211984634399,0.3807070255279541,0.3382384777069092,1.1097421646118164,4.999999873689376e-05,7
0.7414705157279968,0.6598865985870361,0.5020902156829834,0.4216807782649994,0.7048144936561584,0.7868328094482422,0.6994915008544922,0.5672869086265564,0.44894397258758545,0.7133522033691406,4.999999873689376e-05,8
0.7547214031219482,0.6769421696662903,0.5197353363037109,0.4412204623222351,0.6685503125190735,0.8477668762207031,0.7544384002685547,0.633316159248352,0.536020040512085,0.5667405724525452,4.999999873689376e-05,9
0.7597764134407043,0.6838420033454895,0.5276092290878296,0.4541764259338379,0.6535289287567139,0.8464117050170898,0.7553155422210693,0.6352097988128662,0.5505812168121338,0.544197142124176,4.999999873689376e-05,10
0.7638109922409058,0.6879250407218933,0.5329902172088623,0.4632912576198578,0.6421298384666443,0.828071117401123,0.7569783926010132,0.6278527975082397,0.5495576858520508,0.5552757978439331,4.999999873689376e-05,11
0.7745553851127625,0.6933544278144836,0.539960503578186,0.47807225584983826,0.6138583421707153,0.8410964012145996,0.779250979423523,0.6553817987442017,0.5822721123695374,0.5235599875450134,4.999999873689376e-05,12
0.7805705070495605,0.7069582939147949,0.5543533563613892,0.48963451385498047,0.5910715460777283,0.8489084243774414,0.7743321657180786,0.6542878150939941,0.5901333093643188,0.5133395195007324,4.999999873689376e-05,13
0.7814067006111145,0.707918107509613,0.5555666089057922,0.49611470103263855,0.5925989747047424,0.8454303741455078,0.780798614025116,0.6645665168762207,0.5971436500549316,0.49111032485961914,4.999999873689376e-05,14
0.7903599739074707,0.7163684368133545,0.5653383135795593,0.5107743740081787,0.558421790599823,0.8458313941955566,0.7671886086463928,0.6456539630889893,0.6122933030128479,0.5019347071647644,4.999999873689376e-05,15
0.7957092523574829,0.721982479095459,0.5718589425086975,0.5203295350074768,0.5483694672584534,0.8594789505004883,0.7918381690979004,0.6767857074737549,0.6224290132522583,0.4756597876548767,4.999999873689376e-05,16
0.7961832284927368,0.7250417470932007,0.575421154499054,0.5236037373542786,0.5422215461730957,0.8576183319091797,0.8024201989173889,0.6834181547164917,0.6169961094856262,0.47134190797805786,4.999999873689376e-05,17
0.8024041652679443,0.7287032604217529,0.5798749923706055,0.5330792665481567,0.5268838405609131,0.8578805923461914,0.801408052444458,0.6845748424530029,0.643525242805481,0.46724259853363037,4.999999873689376e-05,18
0.8061594367027283,0.7326661944389343,0.5849189162254333,0.5419251322746277,0.5175926089286804,0.8709354400634766,0.7961116433143616,0.691065788269043,0.6607893109321594,0.46579888463020325,4.999999873689376e-05,19
0.804213285446167,0.7339121699333191,0.5855634808540344,0.5427167415618896,0.5165232419967651,0.8561067581176758,0.8087642192840576,0.6899065971374512,0.656528115272522,0.4548546373844147,4.999999873689376e-05,20
0.8083579540252686,0.740428626537323,0.5930308699607849,0.5498363971710205,0.5009152293205261,0.869255542755127,0.8166108131408691,0.7037662267684937,0.6721735000610352,0.4291403293609619,4.999999873689376e-05,21
0.8109389543533325,0.7426002621650696,0.596225380897522,0.555923342704773,0.4922157824039459,0.8710861206054688,0.8075135946273804,0.6978608965873718,0.6821192502975464,0.45076555013656616,4.999999873689376e-05,22
0.814805269241333,0.7486609816551208,0.6031549572944641,0.5632519125938416,0.4846806228160858,0.8717865943908691,0.8113530874252319,0.6994868516921997,0.6773810386657715,0.4649401307106018,4.999999873689376e-05,23
0.8194026350975037,0.7473788857460022,0.6021682620048523,0.5701218247413635,0.47130680084228516,0.8714447021484375,0.8188494443893433,0.7059573531150818,0.6895168423652649,0.42946240305900574,4.999999873689376e-05,24
0.8188412189483643,0.7520344853401184,0.6073537468910217,0.5724058747291565,0.47134149074554443,0.8721656799316406,0.8097326755523682,0.6993172764778137,0.6961839199066162,0.4401783049106598,4.999999873689376e-05,25
0.8191673755645752,0.7529918551445007,0.6087600588798523,0.5759360194206238,0.46557295322418213,0.8714938163757324,0.8272562623023987,0.715644359588623,0.6935113668441772,0.4300718605518341,4.999999873689376e-05,26
0.8270722031593323,0.761684000492096,0.6189137101173401,0.5849349498748779,0.44890156388282776,0.8664236068725586,0.8249124884605408,0.7115703225135803,0.6889374852180481,0.4282436966896057,2.499999936844688e-05,27
0.8291357755661011,0.7645434141159058,0.6224496960639954,0.5908511877059937,0.43769699335098267,0.8618087768554688,0.8153725266456604,0.7014825940132141,0.688112735748291,0.45419174432754517,2.499999936844688e-05,28
0.8301299810409546,0.7652990221977234,0.6234411597251892,0.5924708843231201,0.4367442727088928,0.865602970123291,0.8168755769729614,0.7039684653282166,0.6917626857757568,0.4484114646911621,2.499999936844688e-05,29
0.832119882106781,0.7694608569145203,0.6286429166793823,0.5969703197479248,0.43011271953582764,0.8678689002990723,0.8200266361236572,0.7086567878723145,0.700458288192749,0.45380300283432007,2.499999936844688e-05,30
